cluster_id,cluster_probability,title,group,voted_up,playtime_at_review_hours,detected_language,analysis_text
8,1.0,Meg's Monster,core,True,6.5,en,"BUY THIS GAME! If you've been waiting to feel that Too the moon experience over again look no further. Pros: - The Combat is fun and brings variety - Great art style - Top Tier story Cons: - Some parts of the story are a bit slower then others - You will cry, so if you are on a no cry break it'll be over - the side mission parts were neat but kinda felt like an artificial way to not make the game feel linear. I really hope this game wins award and gets the recognition it deserves because it truly was lovely. I give it 4/4 Council Monsters."
8,1.0,To the Moon,positioning,True,5.4,en,"[I]To the Moon[/i] is bitter sweet pixel-adventure game about how love and live and last wishes. Its not very long, the game elements are simple but it is nicely made and a very emotional story. Definitely something for people enjoying story driven and emotional touching of games."
8,1.0,To the Moon,positioning,True,15.45,en,"Let me start by stating that I love pixel art, rich soundtracks, and narrative-driven titles. To the Moon checks all three boxes. I first played this game in 2018. While its beautiful soundtrack stayed with me over the years, most of the plot had faded from memory. During a recent multi-hour train ride, I was scrolling through my Steam Deck library and rediscovered this gem. I decided to give it another shot, playing through both the main game and the two free ""Sigmund Minisodes"" DLCs. There is so much to love here. It’s a deeply emotional story about life, love, family, and loss, following a dying man and his late wife, alongside two doctors who rarely agree on anything but always have each other's backs when it counts. The soundtrack, in particular, is stunning and carries the weight of the narrative effortlessly. Just don't expect traditional gameplay. The experience consists almost entirely of searching for objects, clicking through environments, and solving the occasional light puzzle. It leans far closer to an interactive visual novel or walking simulator than a standard video game. Because it's relatively short, it never overstays its welcome. For me, replaying it was an absolute pleasure. The optional minisodes also add a fantastic touch, fleshing out Sigmund Corp., exploring its employees, and leaving you with a few intriguing mysteries to chew on. If you enjoy story-driven experiences with great art and music, and don't mind minimal gameplay, you owe it to yourself to give To the Moon a try."
8,1.0,Finding Paradise,positioning,True,6.083333333333333,en,"i think this game was even better than to the moon. equally intriguing and beautiful story, with great callbacks to the first game and some funny references and slightly different and more interesting game mechanics in this game. i absolutely loved it/"
8,1.0,Finding Paradise,positioning,True,5.716666666666667,en,"[h2]A solid addition to the world of ""To the moon""[/h2] I think if I had to pick, I'd probably say I preferred to the moon, but that could just as well be because I played it first, it's not uncommon to be biased towards your introductory game or episode of a series. I thought this was pretty sweet, it's still a narrative game with some puzzle elements, but the writing is great, if the writing wasn't as top tier as it is I definitely wouldn't have enjoyed this or to the moon one bit, and for a dyslexic person who struggles to maintain focus when reading, that says a lot to it's quality. The sprites are mostly just the same as to the moon, but still just as amazing, I did notice some weird mixels during Neil's transformation sequence, and some tiny spots where pixels didn't line up fully or were a bit jittery, nothing that'd ruin your experience but they did stick out to me during my playthrough. The music is phenomenal as you'd expect, maybe a bit samey at times, but better that than incohesive, a little more variety in some spots wouldn't hurt, and might heighten the impact of the emotional tracks when they come in, but again, nothing that'll detract from your experience. I played ""A bird story"" prior to this, and honestly I didn't quite get the connection, I mean, yeah, same character, it's a standalone look into a point of his life that's been abstracted, but for a chunk of the game I was just like ""so she's the bird maybe?"" But no, the bird is kind of just insignificant outside of ""A bird story"", which was kind of sad to me, but it is what it is, it's not like it ruined the experience for me. I think Asher could've done with a bit more character development maybe, more screentime, more moments with his family, but the story does go on a bit as is, so I'm not mad they didn't try to shove more in there; I [i]am[/i] mad about the walk speed though, it's just too slow, for ""To the moon"" I think it worked better because the environments were a bit smaller, sometimes you'd be on a long walk from one area to another, but having most segments be smaller walkable areas made the walk speed feel reasonable for the majority of it, here it felt like it was padding the length of the game a bit, a sprint button at least would've been appreciated, I'm not saying we need to be running the whole game, just a slight increase, because as is, I felt like the walkspeed alone added at least half an hour to my playtime, maybe even a whole hour. But overall, great game, I thought it was really sweet, teared up a little at the end, I had minimal gripes with the story, the art, the music, the gameplay, I'm not gonna pretend there wasn't any friction with any of it, but it's so minimal compared to the master craftsmanship behind the entire rest of the game that they're just insignificant. If you're not a narrative game type, or you prefer games with intricate gameplay mechanics, multiple routes or endings, maybe this won't be for you, but if you like a good story with some interactive elements, I think this is worth your time."
8,1.0,Impostor Factory,positioning,True,3.6333333333333333,en,"The series never disappoints me, but I think this is the best chapter I've played yet. Definite recommend for fans of the original series, and I hope if you're a passerby with no clue about the To The Moon series, if you like novel-type games, please do give this a try! All sorts of warm, funny, mysterious, and touching little tales await!"
8,1.0,Impostor Factory,positioning,True,5.4,en,"This game will make you watch somebody's entire life in your own view. I cant say much without spoiling, but the beginning of the game is extremely confusing until you finally reach the core of what is to come. This game takes an entirely different approach from the other games in the 'To the Moon"" game series, yet this game is worth it as it provides the context for the underlying issues in the past two games and minisodes. Overall an extremely good game, except you have to play the other games fist to understand this."
8,0.6352409970824572,Baldur's Gate 3,benchmark,True,82.0,en,"Permanent ""Charlie Day conspiracy"" meme state along the story"
8,0.8862148874527862,Finding Paradise,positioning,False,2.216666666666667,en,"The sequel to To the Moon, a game about a pair of scientists who can go into the mind's of dying people to grant them their dying wish by editing their memories so that, as far as they remember, they fulfilled their dreams. The premise of the game is interesting, but the writing is only okay and I find the gameplay plodding and slow."
8,0.8577124779673666,To the Moon,positioning,False,3.6666666666666665,en,"You play this walking simulator for the story, honestly it could have done without it but then i guess it wouldn't be a video game? Anyway, I tried To the Moon because it was a short story driven game and after I played Omori, I was looking for something with a good story. While I think the story is ok, I don't think it made me feel what other people who played it felt. Like good for this guy wanting to go to the moon but as you go through the story, you see how other characters were affected throughout his life and I just thought, ""oh ok, so they don't get a happy ending but this guy just does."" Overall its a decent game, I would not dissuade anyone from purchasing this game, I just would not recommend it. 3/5"
8,0.8071413787758528,Impostor Factory,positioning,False,5.366666666666666,en,Story was of such a vastly much lower quality than the previous two games that it genuinely leaves a bitter taste in my mouth for all of the to the moon games.
9,1.0,Finding Paradise,positioning,True,12.716666666666667,en,"I'm not sure why exactly I'm always hesitant to play through Finding Paradise when I go through the whole series. It could be that it's the longest entry and kind of suffers from dragging a bit in a few places compared to the extremely tight pacing of To The Moon. It could also be that I don't connect as much with Colin as I do with Johnny (of course this could change with time.) It could even be that the funny banter between Neil and Eva somewhat breaks the pacing more in this entry compared to To The Moon. Even if it is a weaker entry, Finding Paradise will still find a way to make you cry and question your own existence and relationships. It might even give you a whole new way to look at your own reality. Who knows? It's the perfect opposite side of the coin to To The Moon in more ways than one."
9,1.0,To the Moon,positioning,True,3.9166666666666665,en,"Great story, great music, great art, great game. Can't wait to start playing Finding Paradise."
9,1.0,Finding Paradise,positioning,True,4.333333333333333,en,"It is rare that a sequel matches the quality of its predecessor and even rarer that it exceeds it. I would say that Finding Paradise is the greatest installment of the To the Moon series, with all the qualities of the first game, along with masterful handling of suspense and mystery by the writer. The theme as well is very nicely expressed, though my only criticism of the game is that it gets quite on the nose and obvious with just that toward the end; nevertheless, this is a masterpiece of video game storytelling. 9.5/10"
9,1.0,Impostor Factory,positioning,True,3.816666666666667,en,I feel sorry for the people who could not bring themselves to enjoy this game. Truly a beautiful finale to the trilogy. Do not play this game until you've played both to the moon and finding paradise.
9,1.0,Impostor Factory,positioning,True,5.016666666666667,en,"[h1] INCEPTION [/h1] Definitely the zaniest of the games that have come out of this series thus far, but not without its heartfelt moments, amazing music, and great writing. Consistently, these games deliver a new and engaging story while building off each other and expanding the world slightly every time. This game in particular has major lore implications and is a must play for fans of To the Moon and Finding Paradise. If you haven't played those, start there."
9,0.602955792510971,To the Moon,positioning,True,4.95,en,Beautiful storytelling that made me cry. The sequel Finding Paradise is fantastic as well
9,1.0,Impostor Factory,positioning,False,5.25,en,"I really want to enjoy this game - I really do. Having experienced the first two - To the Moon and Finding Paradise, I was hopeful that I'm going to enjoy this game as well. But sadly I didn't. It didn't resonate with me at all. I can't recommend it. I'm sorry."
9,1.0,Impostor Factory,positioning,False,7.883333333333334,en,"I can't recommend this, even on sale, To the Moon and Finding Paradise were both interesting and the latter built on top of the former with character development. This game's plot, sequencing, and point is confused and does not add anything to either of the two previous games. The ending payoff leans far too much on a part of these games that has never been the focal point."
9,1.0,Impostor Factory,positioning,False,7.983333333333333,en,"Eh... call it nostalgia, but I really prefer the other two games. To the Moon and Finding Paradise are damn masterpieces. This here not so much."
10,1.0,Baldur's Gate 3,benchmark,True,73.4,en,"amazing game, the best souls-like I ever played"
10,1.0,Baldur's Gate 3,benchmark,True,136.46666666666667,en,This game nourishes my soul in way I wouldn't thought is possible.
10,1.0,ELDEN RING,benchmark,True,3.3833333333333333,en,Got all the achievements on Xbox it was peak then and its still peak gaming now. Amazing story if you enrich yourself in it. It is a souls game so difficulty may vary on the person. Picked it up as my first souls like and ended up playing ds3 and will be trying to %100 the trilogy on pc. It is a game that you have to just kind of get good at in my experience but would highly suggest if your looking to get into your first souls game.
10,1.0,ELDEN RING,benchmark,True,69.48333333333333,en,"Its extremely fun, I never played a souls game and it kinda throws you into the deep end on figuiring it out but you get used to it and have a bunch fun. I beat in like 70 hours, yes some boss fights are harder than others but most players dont spend countless attempts on one of 100+ bosses. Definetly worth $60 if you do buy it, have fun"
10,0.744062388778862,Small Saga,core,True,6.7,en,"cool art, cool lore, cool bosses, kinda easy tho"
10,0.744062388778862,Ikenfell,core,False,5.033333333333333,en,it was fun but the bosses became stupid after a while and when i made it to chuckles after 5 hours it was just a dumb boss. i beat him after a while of fighting over and over again but not fun and not worth the grind.
10,0.634042714551492,Small Saga,core,True,9.783333333333333,en,"I had good fun with this game. Love the World, love the characters in this game, good music and I would say a reasonable length, however the game lacks a lot of RPG elements. Sure you can level up but I didn't had much reasons to use some of the perks since the game is VERY EASY, no mini maps, not a whole lot of exploring, would've loved to see more of this world but you get a small room to explore different areas, not a lot of shops to spend your seeds on for better items, besides just getting decent armor or food but that's pretty much it, this game is very easy, just once did I had a follower of mine get knocked out of combat but other than that never had a game over or a close call moment. The bosses are what Dark souls reviewers wish for, they're very easy, like really, really easy. Still a good game just with some minor issues but still doesn't make it a bad game by any means. I had a good fun with it, don't really see a reason to replay it again since I think I 100% it but it's hard to tell when this game doesn't have achievements which is very cringe. 8/10"
10,0.5555556776322076,Ikenfell,core,False,43.1,en,"Wooo! Nothing like entering the spelltower where you get no save points and entering an unwinnable battle and being forced back to your save point back ages ago................ freaking dumb ass designers, go fk yourselves."
10,1.0,ELDEN RING,benchmark,False,352.55,en,This ♥♥♥♥♥♥♥♥ company is a far cry from the one who made Dark Souls 3.
10,1.0,ELDEN RING,benchmark,False,0.11666666666666667,en,"Worse than DS3, DS2, Sekiro Better than DS1 Never played Bloodborne or Demon's Souls (stupid game name btw)"
11,1.0,Meg's Monster,core,True,4.566666666666666,en,"beautiful pixel art, diabetes touching story, couldn’t put it down 👌👌👌"
11,1.0,Meg's Monster,core,True,3.9,en,"Beautiful heartwarming story, great pixel graphics and BGM, reminds me those simple gaming time."
11,1.0,In Stars And Time,core,True,74.28333333333333,en,"Great game, great story, good pixel art, i did fill a few frames of pixel art felt a bit off but a majority of it was very good."
11,1.0,In Stars And Time,core,True,91.21666666666667,en,"At the fist this game was not that fun for me until the act 2 and sometimes it was gettin' on ma nerves but JIZZ - now look at my play time . Literally I played this game 3 TIMES. seriously this is one of the best pixel art game with Contains all the emotions of Character well ""I Don't wanna say more because for spoil"
11,1.0,Small Saga,core,True,14.816666666666666,en,"Amazing pixel art, outstanding soundtrack, and a captivating story makes this turn-based rpg simply a joy to play. The game really gives strong vibes of many of the cRPGs of the 80s and early 90s. I think anyone that enjoys turn-based RPGs, pixel art, and the nostalgia of retro games will enjoy this game. I honestly hope they make a sequel one day to continue the adventures of Verm and his friends."
11,1.0,Small Saga,core,True,7.15,en,"Great Storytelling, simple gameplay, great pixelart. Overall, a great chill rpg to play on a weekend."
11,1.0,Ikenfell,core,True,32.38333333333333,en,"Adorable pixel art and animations. Great feeling captured in just a few pixels. Very LGBT+ friendly, with cute romance story bits between the save-the-world story and turn-based combat. Combat gets a bit samey-by the end, but changing your team helps provide interest. Plays great on Steam Deck."
11,1.0,Ikenfell,core,True,7.183333333333334,en,"pixel rpg. combat mechanics are unique, though not groundbreaking. good and wholesome story but a bit cliche. art is decent, especially the ending scenes. a lot of gay romance."
11,1.0,To the Moon,positioning,True,4.583333333333333,en,pixel games shouldn't make me cry this much. THE BEST!!
11,1.0,To the Moon,positioning,True,3.2666666666666666,en,"Went into it thinking it was going to be another generic boring pixel art game, came out in tears and with a snotty nose </3"
11,1.0,Long Gone Days,core,True,9.416666666666666,en,Great looking pixel art and a good story (so far!) with things not commonly seen in the genre. Music is nice and the morale system is an interesting mechanic- looking forward to the conclusion
11,1.0,Long Gone Days,core,False,0.15,en,Cringe writing by an elementary school edgelord. Ugly top-down pixel art movement in contrast with a completely differently styled battles with no depth or strategy. The game requires manual saving without warning you when you live. I'm not reliving those 8 minutes again. No wonder this is part of a cheap bundle.
11,1.0,Ikenfell,core,False,0.26666666666666666,en,"What is it with the square inch pixel art in these games? Is everyone playing on 14"" EGA screens or something? I have a 4K 34"", I imagine I'm not the only one. At least make the text smaller and easier to read."
11,0.7177225684472527,Small Saga,core,False,1.5666666666666667,en,"Adorable art, engaging setting, inoffensive gameplay, completely ruined by insidious anti-civilization messaging."
12,1.0,In Stars And Time,core,True,32.38333333333333,en,"I spent 4 straight days playing this game, averaging about 6.5 hours of playtime per day. I barely played anything else, and I am so glad I spent this time with this game. The characters are so well fleshed out, and the story is so emotionally driven."
12,1.0,Small Saga,core,False,8.283333333333333,en,"8-9 hours to beat the game, which is okay but not great. The combat was also very, very easy, with me dying once throughout the 8-9 hours. The story was maybe a 6/10, and is quite heavy on the woke messaging."
12,1.0,Small Saga,core,True,7.116666666666666,en,"6-7 hour experience with all side quests done. Pretty charming experience, though the ending is a bit sudden. Mad respect for the rage ability having different lines for each enemy. The attention to detail is crazy good."
12,1.0,Ikenfell,core,True,26.716666666666665,en,Best 28 hours spent. Great story telling and side quest. Each character has a purpose both in story and combat. Characters has person dev throughout the game. 9/10 would recommend.
12,1.0,Ikenfell,core,True,3.8,en,I played for 3.8 hours and I really love this game. You really have to battle a lot and level up to beat the bosses. It is just enough of a challenge to not get you frustrated and the story is quite awesome.
12,1.0,Long Gone Days,core,True,13.65,en,"about 14 hours for a playthrough. Good story, nice cut scene art and music. Combat and puzzles are more of a means to get through to the next story bit and not terribly difficult. Nice way to spend a weekend."
12,1.0,Finding Paradise,positioning,True,3.7,en,Four hours i wish could have this game take away again
12,1.0,To the Moon,positioning,True,4.166666666666667,en,"Thought it was kind of slow in the beginning, but when I finished 4 hours had passed so I guess I had fun. Peak game tho."
12,1.0,OneShot,positioning,True,8.05,en,Got only 3 hours of sleep because of this game. (Probably need to revisit a few dialogues)
12,1.0,OneShot,positioning,True,12.416666666666666,en,i liked it so much that i completed all the achivements in 2 days
12,1.0,Finding Paradise,positioning,True,5.2,en,you're telling me you don't have 5 hours to play this game. close dead by daylight and have fun for once in your life.
12,1.0,To the Moon,positioning,False,0.7833333333333333,en,I suffered through 47 minutes of gameplay. The most intriguing thing about this game is its extremely high rating.
12,1.0,Baldur's Gate 3,benchmark,False,11.866666666666667,en,I gave it 11 hours or so. Reload Simulator.
13,1.0,In Stars And Time,core,True,29.35,en,"Incredibly interesting take on the ""time loop"" trope, great writing featuring many heartfelt moments between memorable characters and countless funny exchanges that had me giggling and chuckling, a simple but fun turn-based combat system based on rock-paper-scissors, lovely art both for sprites and CGs, and hands-down the best depiction of time loop nihilism that I have seen, where you as the player get handed tools to speed things up which mimic the way that the main character slowly spirals into eventually seeing all the other people in the loop as characters in a play and not actual people the complete opposite to ludonarrative dissonance, this game is a great example of ludonarrative harmony play it as blind as possible 10/10"
13,1.0,In Stars And Time,core,True,42.55,en,"Ive personally loved evrey aspect of this game i love the mechanism of looping , how evreything turned out only critisism i would have is its a bit stupid to get infomation sometimes"
13,0.7606377114456703,Baldur's Gate 3,benchmark,True,5.616666666666666,en,i get to see wifey star :3
13,0.6563153204695124,To the Moon,positioning,True,3.783333333333333,en,"It's sad and tragic, but also heartwarming and beautiful, - but for me, the real star of the show is the fantastic and genuinely funny banter between the two main characters."
13,1.0,In Stars And Time,core,False,14.8,en,"[h1]In Stars In Time (or Your Guidebook To Creating Insipid Internet-Brained Mediocrity!)[/h1] In Stars And Time by insertdisc5 and published by Armor Game Studios in November 2023 is a game of utter friction, some deliberate, some clearly much less so. The game follows Siffrin, a one-eyed rogue stuck in a time loop, and his party of four other companions: Mirabelle, Bonnie, Odile and Isabeau. Together you’re trying to save the country of Vaugarde from the malaise of the mysterious “[spoiler]King[/spoiler]”, whose mysterious time corruption magic is freezing everyone in the country in place, literally stopping them in time. You (as Siffrin) need to use your wits to bring the [spoiler]King[/spoiler]’s reign of terror to an end and rescue Vaugarde and your friends, no matter how many loops it takes! This game is insipid and the overwhelmingly positive reviews boggle my mind and here is why ---------------------------------------------------------------------- [h3]The highly restrictive word count of Steam's review system didn't allow me to express my full thoughts, so here's the full review on [url=https://infinitebacklog.net/users/indietail/reviews/in-stars-and-time]Infinite Backlog[/url] or on [url=https://medium.com/@indietails/in-stars-in-time-and-you-fe9fc16a3b97?sharedUserId=indietails]Medium[/url] (this version has pictures, extra criticism and jokes) [/h3]"
13,1.0,In Stars And Time,core,False,40.75,en,"I don't think I have wasted more time on anything in my life. Spoilers, the answers friendship and the looping gimmick has no consequences. And yes, it is just doing the same one dungeon 124 and not one more (for me) times. This will forever be my least favorite game of all time."
13,1.0,In Stars And Time,core,False,22.833333333333332,en,"Nice art style and direction, I love the music as well! but there are several instances of gameplay where I find it's so tiring. (Spoiler? It's a mechanic thing tho not related to the story) During act3 of the game I need to done all the friends quests and finished the whole castle without looping... which I did... I have every memories for each party members as a reward and didn't loop once, I don't think you can even loop at that point, can't you? Anyways I did do that, but I also exist the game and resume the next day because it's been like 7 hours. I am not sure if that was the reason or there was other explanation for it but I guess that doesn't count... truthfully I don't even know why I can't get pass act3 when there is nothing I haven't done. I beat the king many many times and got memory of memories yet I can not pass. I look it up on google but still not sure, the only explanation I have is that because I save and exist the game while playing... the questline I was doing got discontinued? I didn't know that can happen in the first place. It's tiring to try to find a way to die when the enemies are extremely easy, you can get lock out of the door for that entire loop just because you want to see the other option and if that's the only way to progress? find a way to die and start from the first room again. I feel like half of the gameplay are just looping to the floor you want, run to 1 item that you need, try to die and loop to other floor to get 1 information, die and loop to the boss to ask 1 questions and try to die during fight. Yes, this game boss mechanic is that you need to find information (in a place you already looked, but it was locked away until the game want you to know it) just to ask the boss question, you need to go die then run left and right passing through every enemies for one new information, go to the boss again and ask one question about this new info. and die again for more infos... it's like this for many hours straight and I am not sure which part can I quit and exist the game. The story... honestly if this game wasn't a gift I would have ask for a refund, but since I have it for free I will try to be open mind. The story is actually really good! It's just that it was told like a high-school or teen drama, there are many scene where if the characters burst out and sing I would believe it. Every character is very extra and sometimes feel like a caricature the way they talk and behave... and I mean it in a non offensive way. Even the way it's narrate a story is very much YA novel. It's very obvious that it was meant for a younger audience (13-17?) and that's fine, Overall; good story tiring gameplay, just don't expect much from the writing and just enjoy it. If you are tired or considered giving up just do it. I almost done with the story and there was no unexpected or plot twist except for the first few hours of the game, watched the endings online and... If you like the game so far? go for it. If you want to give up then yeah dropped it it's not worth the time man."
14,1.0,Finding Paradise,positioning,True,2.683333333333333,en,I'm Sean Prime and I approve of this game!
14,1.0,Baldur's Gate 3,benchmark,True,111.76666666666667,en,The ultimate way to experience dungeons and dragons by yourself
14,1.0,Baldur's Gate 3,benchmark,True,42.233333333333334,en,For any DND fan this game is great.
15,1.0,Meg's Monster,core,True,2.0,en,♥♥♥♥ THE STORY. IT MADE ME FEEL
15,1.0,Meg's Monster,core,True,2.6166666666666667,en,"Yoo monster is actually so good my friend brought me monster cause i’m 13 and ♥♥♥♥ got me high as hell like i was laughing and doing stupid stuff all over the place and my English teacher asked me why are my eyes are so red, like ♥♥♥♥♥ i’m high leave me alone 💀💀💀"
15,1.0,In Stars And Time,core,True,33.36666666666667,en,I hate the smell of burnt sugar
15,1.0,In Stars And Time,core,True,19.716666666666665,en,IM ♥♥♥♥♥♥♥ PISSED IM ♥♥♥♥♥♥♥ PISSED IM ♥♥♥♥♥♥♥ PISSED IM ♥♥♥♥♥♥♥ PISSED IM ♥♥♥♥♥♥♥ PISSED I LOST FOUR! HOURS WHAT THE HELL HAPPED :C
15,1.0,Small Saga,core,True,30.516666666666666,en,♥♥♥♥ those two stupid ass french birds 10/10 game
15,1.0,Small Saga,core,True,1.65,en,"Hey wow this is great, came here from a ♥♥♥♥♥♥♥♥ and was not disappointed."
15,1.0,Ikenfell,core,True,1.5833333333333333,en,"1/3 the price of ♥♥♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥, has actual heart, cute characters, doesnt fund trans genocide, and theres little cat meow meows x333"
15,1.0,Ikenfell,core,False,26.4,en,"Excellent everything, nothing against the pronounces and gay stuff, loved it... but ♥♥♥♥♥♥♥, ♥♥♥♥♥♥♥ change the ""ze"" and 'zir"" ♥♥♥♥♥♥♥ BS, WTF is that. really takes away from your ♥♥♥♥♥♥♥ story. use, ""they"" or ""them"" I think is what you're looking for. Sorry Ima, they did you dirty, hunny."
15,1.0,OneShot,positioning,True,14.866666666666667,en,This game is so ♥♥♥♥♥♥♥ beautiful
15,1.0,OneShot,positioning,True,10.333333333333334,en,"best 5 ♥♥♥♥♥♥♥ euros of my life dude, this game is HELLA fun, the way the game makes you actually search your computer to progress in certain parts is actually very cool. only down side is while doing solstice ending prophet bot made me feel like im an absolute piece of ♥♥♥♥, by him telling niko that [spoiler]everything is fake and i basically control the world they are in, also seeing niko sad after he heard about this made me feel more like a piece of ♥♥♥♥[/spoiler] edit: forgot to mention that the solstice ending made me super ♥♥♥♥♥♥♥ sad but at the same time super ♥♥♥♥♥♥♥ happy (also, i dont think getting wme is necessary if you are playing on a pc, i would get it tho just for the emoticons, they are super cool) 10/10"
15,1.0,To the Moon,positioning,True,7.983333333333333,en,Now I know how to fold a paper rabbit. 10/10
15,1.0,To the Moon,positioning,True,4.183333333333334,en,I CRIED SO ♥♥♥♥♥♥♥ MUCH
15,1.0,OneShot,positioning,False,0.7666666666666667,en,"Game straight up calls you (the player) a ""god"" as soon as you start the game, what is this ♥♥♥♥♥♥♥♥. Get out of here, ♥♥♥♥♥♥♥ story writing."
15,1.0,Impostor Factory,positioning,False,3.966666666666667,en,WHAT THE ♥♥♥♥ WAS THIS STUPID ASS GAME?!
16,1.0,Meg's Monster,core,False,12.2,en,"a fairly boring VN with a light JRPG veneer, but interesting enough to complete. was going to complain more, but then realized it was developed for children, and now I feel like some sort of overgrown idiot. I want to impregnate Nancy"
16,1.0,Meg's Monster,core,True,0.65,en,Nice little game totally in style of Odencat's (the developer) other games. Linear adventure in the guise of a jrpg.
16,1.0,Long Gone Days,core,True,13.6,en,"Story is fine , short jrpg , too much yapping at times , no voice acting which is a big minus for me , overall 6/10 buy on sale."
16,1.0,In Stars And Time,core,True,24.966666666666665,en,"I thought this was gonna be a silly little JRPG-style game. Now that I've finished it, easily on my top 5 games of all time."
16,1.0,Small Saga,core,True,5.816666666666666,en,"I had this game in my wishlist for over 2 years, why in the world did I wait this long??? You want a character and story driven JRPG, with wonderful visuals, music, solid world design, and doesn't over complicate the combat? Here's your game!"
16,1.0,Small Saga,core,True,8.966666666666667,en,very charming little JRPG that served as a great detox game for me
16,1.0,In Stars And Time,core,False,0.6666666666666666,en,"Disclaimer: I don't think this is outright a bad game, but it just isn't for me What I thought I was getting: A JRPG with time loop mechanics and a good story What I got: A visual novel with a tiny JRPG stapled to it with extremely juvenile writing. The type of people who will enjoy this game: Fans of Undertale I made it almost an hour in and had to tap out when I realized I was falling asleep during the combat tutorial due to the CONSTANT interruptions because the game is more concerned with being quirky and HiLaRiOuS than being first and foremost: a game."
16,1.0,Ikenfell,core,True,5.1,en,"Very polished, extremely well done game. It's takes it's roots from jrpg's, but somehow simplified gameplay make it more modern view on the genre. It's also a stress-free game, where you can save your game easily, and if you lose a battle the game just let you restart the last battle. It's highly playable, enjoyable game, totally recommended! A."
16,1.0,Ikenfell,core,True,0.18333333333333332,en,"While I have to admit, this is definitely NOT my play style in the slightest, this game actually seems to have a bit of charm to it. If you're after a game that has a vibe like the old Nintendo GBA style games and plays similar to most JRPGs, this is probably going to be right up your alley. Again, not my thing, but I think this is going to be a great game for the right person. 7/10"
16,1.0,Long Gone Days,core,True,18.116666666666667,en,"Very interesting mechanically and thematically, especially for a jrpg. Good story, colorful cast, nice artstyle, atmospheric soundtrack. Made for a unique and memorable tone, pretty good experience overall."
16,0.6420848559317519,OneShot,positioning,True,9.6,en,"An unexpected gem, didn't thought much about the game coming in, but left with a new favorite. While being so short, it manages to do so much. The sheer spectrum of emotions. Absence of enemies felt weird at the start, i've expected it to be like jrpg but i appreciated it more and more, i don't have to get torn from the story and beat another common foe, the world is dying, everyone is rooting for you, you are the only hope. It really felt as i was the part of the story and ~8 hours that i spent playing felt like days. Plot, characters, music, art, level design everything is at its best. If you don't mind narrative based games, give it a try."
16,1.0,Ikenfell,core,False,1.75,en,"pretty shallow story with one dimensional characters and the usual jrpg combat with ""press on time deal more/receive less"", if you're sucker for queer witch kids jrpg, then go for it, otherwise hard pass :D"
17,1.0,Meg's Monster,core,True,5.116666666666666,en,Very cute game. I loved the story-line and how much it develops the characters. Really well-made game. 10/10 would recommend
17,1.0,In Stars And Time,core,True,24.483333333333334,en,some dialogs in this game really cut deep... it's a 10/10 for me
17,1.0,In Stars And Time,core,True,18.566666666666666,en,"Wow. Story is amazing!! Gameplay is okay, i guess. 9/10!"
17,1.0,Small Saga,core,True,7.85,en,"Absolute master piece 10/10, the story telling is amazing and the combat system hits the spot."
17,1.0,Small Saga,core,True,9.416666666666666,en,"Actual 10/10 game, the story, the artstyle, the music, the gameplay, the dialog, everything about this game is perfect. I cannot recommend this game enough."
17,1.0,Ikenfell,core,True,32.03333333333333,en,A delightful little game with a charming art style and a surprisingly deep story. 9/10. (I took one point off for the deeply unsettling star thing.)
17,1.0,Long Gone Days,core,True,2.15,en,"I am so impressed with this game and I honestly wish there were more like it. 10/10: Art is amazing, the combat is straightforward (and not motionsickness inducing which is a big win for me!), and it tackles some serious topics. I’m having a hard time putting it down and it’s still in early access, might replay the entire thing once the final product is released!"
17,1.0,Ikenfell,core,True,4.966666666666667,en,great characters + great story = 10/10 game
17,1.0,Long Gone Days,core,True,9.0,en,Good Story. Good Gameplay. Challenging. Overall 9.0 out of 10.
17,1.0,OneShot,positioning,True,11.083333333333334,en,"An absolutely amazing game with great characters, fun puzzles, and a great story. A solid 9.5/10 on my scale Edit: I just completed a Solstice Run, easily brought this game to a 10/10"
17,1.0,OneShot,positioning,True,7.183333333333334,en,"this game left me speechless, and it will be the best 10 dollars any living being will ever spend i'd give up all of my assets for a story like this story 11/10 gameplay 11/10 extra features 11/10 overall 100/10"
17,1.0,To the Moon,positioning,True,3.816666666666667,en,Probably the best story in an indie game I ever experienced. 9/10
17,1.0,Impostor Factory,positioning,False,5.233333333333333,en,"10/10 story, but its not really a game is it?"
17,1.0,ELDEN RING,benchmark,False,73.51666666666667,en,"its a ps port, so 0/10"
18,1.0,Meg's Monster,core,True,5.016666666666667,en,Very cute and endearing story overall. It was short and sweet. Well worth the buy!
18,1.0,Meg's Monster,core,True,4.95,en,Really liked this short story!
18,1.0,Ikenfell,core,True,32.083333333333336,en,Loved the story and everything.
18,1.0,OneShot,positioning,True,5.316666666666666,en,short but one of the best stories oat : also the lore was great. i recommend
18,1.0,Long Gone Days,core,True,4.433333333333334,en,Amazing art and compelling story with very poignant themes.
18,1.0,To the Moon,positioning,True,5.766666666666667,en,A cute story about a woman who marries a guy who like Animorphs and kills herself.
18,1.0,To the Moon,positioning,True,5.4,en,A short but rather beautiful story.
18,1.0,Ikenfell,core,True,79.31666666666666,en,I've played this through a couple times now. A genuinely lovely story that spoke to me a lot.
